"","avg.mae","avg.rcor","detail.mae","detail.rcor"
"1",0.351441694175662,0.281036777001002,0.351593115654985,0.273112650456453
"2",0.351441694175662,0.281036777001002,0.350023910784878,0.234929586521384
"3",0.351441694175662,0.281036777001002,0.365982763860711,0.284042820701558
"4",0.351441694175662,0.281036777001002,0.312217163818709,0.239203597888474
"5",0.351441694175662,0.281036777001002,0.340788052337644,0.357915546369771
"6",0.351441694175662,0.281036777001002,0.422792249784862,0.303552843629775
"7",0.351441694175662,0.281036777001002,0.305046885006014,0.24557022136749
"8",0.351441694175662,0.281036777001002,0.42334081800248,0.322708872386835
"9",0.351441694175662,0.281036777001002,0.400809691660502,0.253846772743243
"10",0.351441694175662,0.281036777001002,0.335612041002842,0.328059406059636
"11",0.351441694175662,0.281036777001002,0.369117357115009,0.350748965739553
"12",0.351441694175662,0.281036777001002,0.332238462864966,0.324387656771917
"13",0.351441694175662,0.281036777001002,0.309392610712756,0.204908716212835
"14",0.351441694175662,0.281036777001002,0.362117977668697,0.33252405995811
"15",0.351441694175662,0.281036777001002,0.333406825311464,0.224336038132104
"16",0.351441694175662,0.281036777001002,0.336389231639793,0.204484711865914
"17",0.351441694175662,0.281036777001002,0.375233264812753,0.26386648015951
"18",0.351441694175662,0.281036777001002,0.340980284270439,0.329680990583459
"19",0.351441694175662,0.281036777001002,0.323998053363441,0.32692400050942
"20",0.351441694175662,0.281036777001002,0.362491174479852,0.217940114592397
"21",0.351441694175662,0.281036777001002,0.324156938162678,0.294456363485665
"22",0.351441694175662,0.281036777001002,0.357756254349838,0.281617258935117
"23",0.351441694175662,0.281036777001002,0.336171412320015,0.341185914218621
"24",0.351441694175662,0.281036777001002,0.386751087892083,0.27998135594321
"25",0.351441694175662,0.281036777001002,0.31844448830766,0.301635743751741
"26",0.351441694175662,0.281036777001002,0.357920001406855,0.265612043924507
"27",0.351441694175662,0.281036777001002,0.393491030505449,0.285528307915205
"28",0.351441694175662,0.281036777001002,0.312834988960438,0.2904171762345
"29",0.351441694175662,0.281036777001002,0.36117275426184,0.215380513675899
"30",0.351441694175662,0.281036777001002,0.340979934950219,0.25254457929575
