"","avg.mae","avg.rcor","detail.mae","detail.rcor"
"1",0.243431423376572,0.1239695080633,0.286607861623921,0.0262035339103475
"2",0.243431423376572,0.1239695080633,0.256427505230819,0.144784335605167
"3",0.243431423376572,0.1239695080633,0.21806593806726,0.202246576864846
"4",0.243431423376572,0.1239695080633,0.190148633226931,0.0863261704130662
"5",0.243431423376572,0.1239695080633,0.301386806312894,0.1065005464895
"6",0.243431423376572,0.1239695080633,0.213015062002326,0.106017891168127
"7",0.243431423376572,0.1239695080633,0.238445122697623,0.156672069281903
"8",0.243431423376572,0.1239695080633,0.214831147408535,-0.0197554886364236
"9",0.243431423376572,0.1239695080633,0.210037415104767,0.144284793006068
"10",0.243431423376572,0.1239695080633,0.251227821703542,0.141260696035206
"11",0.243431423376572,0.1239695080633,0.223154763832315,-0.00372830613914474
"12",0.243431423376572,0.1239695080633,0.203842546780728,0.134399574215493
"13",0.243431423376572,0.1239695080633,0.262335661004448,0.0853364333288834
"14",0.243431423376572,0.1239695080633,0.217858779912867,0.219916080476518
"15",0.243431423376572,0.1239695080633,0.294305055065089,0.288694866971855
"16",0.243431423376572,0.1239695080633,0.20064316912481,0.10005185383833
"17",0.243431423376572,0.1239695080633,0.299991162480378,0.154088314421573
"18",0.243431423376572,0.1239695080633,0.236558019146181,0.148505084312316
"19",0.243431423376572,0.1239695080633,0.217040985259018,0.0496999202614104
"20",0.243431423376572,0.1239695080633,0.249697597734542,0.115927997405086
"21",0.243431423376572,0.1239695080633,0.214209291192629,0.0710361581660004
"22",0.243431423376572,0.1239695080633,0.2434518877393,0.184074015019952
"23",0.243431423376572,0.1239695080633,0.268593938333259,0.215165999715655
"24",0.243431423376572,0.1239695080633,0.258292047522449,0.197223547425457
"25",0.243431423376572,0.1239695080633,0.184557564504329,0.048927878913397
"26",0.243431423376572,0.1239695080633,0.227621866949357,0.0620700333931867
"27",0.243431423376572,0.1239695080633,0.271282267260931,0.28200844650655
"28",0.243431423376572,0.1239695080633,0.30587092857875,-0.0873594828525205
"29",0.243431423376572,0.1239695080633,0.237134739117198,0.176334707519935
"30",0.243431423376572,0.1239695080633,0.306307116379963,0.182170994861257
